lid,rid
977442,1144370
683141,1132226
568114,1199587
1023494,1179685
150734,246181
722520,1115364
246181,1041786
315124,1023494
567790,1013285
774118,1081472
977821,999824
1515,1170276
413584,1212563
564059,886073
150734,244133
46334,555407
300972,657242
418025,434374
427882,596073
560821,727834
651055,839281
150734,281751
480511,618417
279050,536385
262069,615011
76617,504103
674226,1042017
453128,639978
57547,1181214
1059128,1132226
427882,617298
203377,485193
389279,555485
626976,1030741
45623,953269
1062170,1199587
662387,927060
126196,932075
639640,1023494
40654,711741
182801,637340
467117,977442
767767,799929
251316,1176803
63351,503953
281751,1144370
323452,715352
1059128,1179685
1014258,1200313
539005,1144599
141485,428253
722304,722520
418025,1199587
323452,340426
63351,1083209
427882,579374
716113,923715
475997,1013285
1158280,1165334
975781,1144370
400124,564059
987234,1033663
281751,300147
76617,726294
249012,591235
246181,626577
981129,1215923
615011,1002973
722231,809333
749709,1054717
12950,1146173
246638,778474
269359,1059128
605123,975781
220952,605123
269359,480511
104977,977442
715352,1188973
459475,764755
683141,1034750
608062,1195748
56896,204975
739890,1165334
621640,1059233
113175,741654
310482,1042017
269179,1212563
486705,1130803
570242,983468
150734,503953
246181,732934
696428,844933
1021375,1054717
791724,984141
317339,977442
204975,1042017
506713,936634
485193,1042017
429726,707777
141485,485193
793893,932075
5585,439649
957824,1083348
657437,1158271
106380,328181
592450,1184108
277082,434022
117055,555161
317033,1200313
34396,270197
944475,1063755
431984,1162547
244133,1023494
981129,981309
199300,427882
63351,418025
427882,651055
538418,817272
220952,975781
310482,674226
15001,657242
813048,832970
199300,878708
276727,743096
114795,1054717
12242,932075
178591,492859
376435,764755
1113411,1115465
999224,1033663
45623,1013285
212242,276727
371364,997206
220952,1179685
475997,793893
63351,1132226
63975,1115364
1158280,1199506
538418,977945
204975,674226
639592,1081472
602555,1004420
63351,244133
485193,674226
197508,1115364
67839,206865
98098,802292
698133,896453
45623,295250
960590,1104937
536239,706994
160698,555407
628213,898641
539005,626577
57235,564505
480511,543560
360898,1101042
741654,1002973
45623,300972
726294,936634
76617,1002305
840058,954611
40654,545219
96558,559035
611004,1144599
170051,987234
400124,817272
269359,639640
56896,823803
611004,967246
618417,1042017
204975,310482
56896,1059128
413584,817272
300302,783266
126196,725704
343554,749709
315124,506713
351669,1082248
503953,1083209
56896,480511
665957,1195748
393759,1163520
301409,1155623
257037,910630
702572,1054717
46334,923715
792321,1063755
981129,1021375
427882,728794
695299,1035512
354546,639592
413584,977945
519222,639978
889198,972906
128045,987234
527144,886073
310482,428253
383406,427882
360898,592450
400124,1212563
150734,1132226
794998,946571
186384,791068
262069,555485
519222,1195748
120541,346220
159489,1113411
279050,732934
660310,1024080
281751,975781
1144370,1144599
15001,912047
204975,428253
201659,429726
967246,1042017
212242,1131636
778023,1130262
429726,791724
317339,1059128
626976,997206
305127,1163085
2602,303592
726294,839281
618417,674226
150734,975781
301409,504103
536385,539005
305127,677261
434374,878708
301409,568114
807660,987234
150734,1179685
584871,1168566
504103,977442
420447,763217
45623,793893
203377,1042017
45623,252998
791724,826955
472984,954288
506338,1123928
64135,813048
639640,1144599
177740,983468
400124,565083
76617,328181
639640,967246
1079385,1131636
666060,1146586
34396,560821
536385,1144599
170051,904969
543560,1023494
12950,1097190
76617,434374
943022,1163085
743096,1097190
269179,817272
301409,726294
270197,316167
739890,1188973
439649,840632
608062,639978
570679,835961
134961,252203
613184,960334
128045,904969
793893,1159290
183779,1002305
54240,729116
321927,354546
503953,1132226
393759,1195748
871202,1014258
249012,519222
301409,467117
604476,925252
743096,1146173
696428,925252
271364,506338
20371,1163520
305127,943450
560821,943022
321927,340426
749709,1158271
321927,462342
220952,485193
271364,932075
346220,1036472
199300,626577
78596,1200313
12242,1159290
366473,459475
281751,428253
76617,618417
503953,1179685
104977,204975
506713,918553
197508,722304
807660,904969
293290,953811
536385,1062170
317033,412911
727834,1163085
51274,677261
886073,977945
640306,813048
244133,539005
34396,739890
56896,617298
1021375,1158271
78790,813048
1097340,1176803
389279,992401
773674,805337
120541,316167
300147,568114
525270,707777
127214,921873
823803,1132226
434374,918553
282420,560821
206865,703939
351669,1079385
160698,923715
389279,1033663
639640,823803
225419,1195748
418789,598072
244133,967246
556300,1171854
504103,1059128
354546,727834
204975,279050
1081472,1083348
400589,777209
1073700,1101685
1023494,1042017
878708,975781
197042,725704
331031,1010776
392281,975781
467117,480511
565684,621640
726294,918553
781468,1002973
78596,608062
878708,1179685
472984,559035
295250,1013658
764755,1073700
281751,485193
832970,1024080
503953,1034750
300147,726294
321927,1165334
560821,711741
353187,1063126
51274,943450
159134,477299
867324,1191260
246181,596073
20371,1195748
608062,1163520
727834,943450
144855,764755
300147,467117
689059,886073
120541,134961
720053,1023159
832970,1139993
392281,777397
707777,1073700
666060,765044
106380,427882
600291,738563
392281,1144370
117055,502519
617298,777397
1041786,1179685
106380,878708
617298,1144370
811675,1000678
270197,1163085
1036472,1188973
244133,1062170
282420,346220
104977,480511
67939,765044
55568,316167
626976,1097190
1010776,1139993
270197,677261
130458,608062
183779,618417
203377,418025
165007,1035512
67839,995423
145821,915589
611004,1041786
506338,1215923
626976,1146173
74573,271364
683141,777397
427882,936634
477299,982737
896453,1101685
504103,539005
579374,878708
757934,1195862
76617,199300
543560,732934
418025,626577
317339,480511
74573,981129
423218,1192492
141485,1083209
462342,1163085
503953,568114
428253,674226
230946,1081472
506338,749709
567790,1141787
605123,1042017
1013285,1021375
54240,1131636
697210,977821
224952,271364
504103,967246
498066,986333
64135,730413
91009,794998
134961,340426
104977,150734
12950,997206
480511,1023494
150734,300147
64135,773674
613184,1033663
328181,977442
120541,1163085
792321,944475
393759,639978
270197,943450
316167,354546
300930,331031
120541,677261
300147,1002305
183779,1155623
645411,1170390
76617,141485
427882,839281
778474,1195862
184663,1191242
63975,925252
230946,252203
371364,954611
78596,412911
96558,944475
204975,220952
301409,317339
175317,508994
305127,639592
639640,1041786
799929,1032600
5560,1146173
400589,951273
328181,639640
63351,383406
922697,1151303
122043,446507
246181,651055
839281,1002305
392281,605123
696428,1063755
492859,932075
106380,918553
402356,602555
40654,715352
504103,1062170
220952,1042017
301409,618417
244133,269359
141485,418025
555407,975105
183779,504103
271364,657242
244133,977442
165007,826955
459475,922697
574237,720053
114795,492859
228806,716113
76617,878708
212242,396084
729067,904969
439649,953844
141485,1132226
420447,1180048
611004,732934
823878,1147038
252203,774118
507080,628213
722520,925252
279050,579374
640306,730413
120541,943450
910630,1033663
809333,1184108
55568,1163085
639978,665957
743096,983468
56896,328181
74573,506338
640306,773674
564505,592450
410199,791724
886073,927370
55568,677261
593629,844933
63351,281751
279050,301409
379900,465818
199300,539005
504103,823803
257037,389279
57547,1134822
220952,674226
756475,1010448
315124,732934
863232,1030741
51274,316167
183779,543560
2602,983230
543560,823803
310482,392281
564059,1191260
543560,1059128
20371,639978
224952,506338
957824,1188973
81979,175317
199300,1144599
300972,1158271
199300,967246
268660,282420
51274,639592
113175,729067
204975,392281
145821,212242
10434,886073
220952,310482
255274,727834
63351,777397
484332,1081472
715352,1199506
1028886,1213845
63351,1144370
281751,1042017
677261,1188973
246181,617298
300147,317339
432286,923715
366473,707777
271364,912047
45623,1141787
555407,787055
244133,1041786
728794,1062170
76617,653168
579374,1199587
389279,910630
150734,1042017
315124,967246
175317,799929
975781,1042017
345173,1181214
282810,459475
472984,1063755
343554,725704
216431,799929
55568,943450
698653,983230
279050,651055
212242,371364
383389,1133820
300147,618417
787351,1010992
972646,1113411
289799,701429
428253,579374
220952,428253
427882,918553
354546,943022
555407,840632
78790,418789
570242,915589
281751,674226
480511,732934
183779,878708
57235,294893
182801,1164767
467117,1002305
225419,1163520
246181,301409
480511,539005
904969,910630
236010,987234
268660,354546
418789,805337
753549,773674
303592,921873
289799,556300
252998,932075
1035512,1073700
165007,1054506
492859,725704
2602,921873
178591,224952
300147,1034750
281751,310482
504103,639640
886073,1191260
32667,286888
434022,904969
268660,462342
506338,725704
310482,418025
492859,1159290
639640,728794
150734,310482
611004,1059128
371364,729116
711741,1163085
480511,967246
165007,376435
270197,639592
730413,753549
793893,1054717
351669,840058
269359,839281
536385,596073
206865,871202
572601,859218
694312,999824
27744,1097340
1034750,1041786
76617,626577
85149,1028923
128045,555485
12242,492859
406887,703998
63351,605123
315124,823803
918553,1199587
244133,732934
178591,702572
1032600,1035107
764186,790457
1034750,1062170
698653,921873
12242,1054717
443797,898641
183779,653168
317339,1002305
315124,480511
728794,977442
543560,596073
485193,726294
162881,757934
480511,596073
972646,1134987
543560,1041786
503953,777397
543560,617298
269359,878708
151611,525270
51274,774118
657437,953269
543560,1062170
480511,1062170
199300,536385
927370,977945
730413,832970
711741,943450
255274,711741
120541,639592
428253,611004
617298,1042017
506713,674226
823803,975781
268660,1165334
773674,1139993
54240,1030741
236010,615011
366473,525270
321927,739890
76617,1023494
977442,1059128
17565,130458
383406,674226
604087,826955
823803,1179685
666060,689059
301409,506713
220952,279050
863232,1146173
690871,916147
134961,268660
63351,975781
598072,753549
178591,506338
104977,328181
40654,346220
246181,728794
595720,1163520
63351,1179685
890759,981309
480511,823803
67839,130458
212242,570242
560821,677261
74573,657242
96558,502519
739890,1199506
165007,984141
783786,1163520
10434,527144
570679,660122
257037,999224
467117,1199587
113175,613184
199300,611004
639592,957824
328181,1059128
141485,683141
269359,653168
151611,764755
5560,177740
317339,328181
360898,594193
328181,480511
279050,503953
74573,343554
246181,936634
175317,216431
412911,1163520
257037,435482
389279,781468
539005,651055
1081472,1188973
527144,977945
131856,289799
485193,1002305
55568,639592
81979,649701
383406,428253
203377,246181
1036472,1165334
56896,427882
289799,557605
246994,639978
598072,832970
126196,1158271
224952,343554
127660,383074
396084,774273
106380,315124
56896,878708
282420,323452
434374,536385
323452,560821
175231,890759
332119,431984
51274,255274
503953,605123
596073,683141
246994,1195748
878708,977442
660310,1010776
560821,943450
17565,665957
203377,726294
960334,1002973
244133,1059128
15001,1013285
315124,596073
251316,783266
150734,279050
564059,927370
453128,703939
525270,695299
244133,480511
315124,1041786
502519,792321
346220,1083348
134961,462342
315124,617298
257037,741654
74573,912047
246181,839281
428253,683141
255274,943022
34396,1083348
15001,300972
183779,1023494
271364,1054717
67839,871202
839281,878708
134961,957824
301409,543560
429726,896453
252998,657242
345732,884883
345732,665957
255274,545219
1083209,1132226
67939,600291
199300,301409
459475,604087
144855,984141
506338,981309
300147,1155623
933048,1063126
269359,1199587
472984,944475
305127,1081472
323452,1036472
327240,1176803
653168,1059128
43547,886073
774273,1079385
428253,1083209
412911,1195748
732934,1144370
506338,567790
197042,912047
725704,912047
96558,722520
177740,863232
316167,957824
559035,722304
251316,933048
915589,1079385
117055,472984
793893,1158271
434374,485193
225419,884883
300147,653168
145821,774273
279050,936634
826955,1054506
141485,246181
41532,602555
839281,1155623
1132226,1144370
151611,366473
328181,504103
777397,1132226
453128,783786
480511,1041786
480511,617298
201659,1035512
613184,781468
626577,975781
91009,946571
12242,1158271
64172,720053
486705,903612
383406,579374
15001,793893
56896,918553
15001,252998
781468,960334
626577,1179685
568114,579374
262069,960334
76617,539005
203377,1002305
376435,604087
63975,117055
863232,1097190
257037,613184
593629,722304
317339,504103
45623,890759
186384,908878
805694,1015253
301409,1023494
228806,923715
749709,981129
936634,1132226
639640,839281
316167,1165334
55568,774118
76617,1144599
683141,1062170
175231,1013658
34396,517367
912047,1013658
141485,777397
76617,967246
890759,1054717
34396,282420
230946,268660
220952,683141
300147,543560
1101685,1151303
360898,431984
40654,230946
498066,1171854
67939,689059
15001,271364
936634,975781
596073,726294
114795,953269
434022,987234
1041786,1059128
150734,220952
31195,947686
175231,1123928
727834,1081472
300930,775729
936634,1179685
220952,392281
1059128,1062170
246638,720053
904969,1033663
832970,1010776
106380,536385
178591,657242
56896,1199587
418025,579374
429726,698133
485193,1034750
517367,1165334
665008,1028923
525270,922697
310482,1155623
467117,878708
199300,728794
906707,1151303
639640,651055
677261,1165334
54240,570242
340426,560821
639592,1036472
674226,726294
45623,178591
1170343,1200313
57235,1184108
478409,1199884
178591,343554
698133,906707
555161,593629
568114,651055
639592,739890
40654,1163085
315124,728794
519222,703939
346220,354546
40654,677261
290462,887913
628213,1059233
839281,1199587
376435,984141
104977,427882
774273,840058
392281,977442
560821,639592
178591,981129
281751,683141
527144,927370
104977,878708
507080,621640
310482,568114
506713,611004
953269,1013658
183779,539005
183779,506713
204975,504103
269359,434374
595720,639978
383406,611004
203377,317339
230946,462342
190234,377089
204975,568114
300147,1023494
67839,665957
55568,255274
317339,427882
764755,1035512
953269,1123928
76617,823803
595720,1195748
418789,1139993
315124,328181
506338,1159290
340426,1036472
317339,878708
328181,1002305
467117,653168
492859,1054717
183779,1144599
503953,543560
345732,1200313
596073,1083209
743096,915589
183779,967246
683141,977442
957824,1199506
141485,605123
402356,591288
203377,618417
1083329,1115465
707777,1035512
412911,639978
984141,1151303
310482,726294
43547,527144
839281,1023494
220952,418025
271364,1158271
764755,1054506
657437,1141787
584871,1170276
677261,1199506
310482,467117
480511,728794
204975,726294
843286,1159680
639640,918553
673197,921922
462342,1081472
580720,1046485
114795,295250
604476,696428
844933,1063755
204975,467117
63351,183779
707777,1054506
539005,975781
134961,270197
56896,203377
715352,774118
114795,300972
527144,867324
475997,657437
346220,1165334
76617,536385
150734,639640
823803,1042017
203377,1034750
268660,739890
63975,696428
543560,936634
427882,428253
728794,1155623
884883,1195748
54240,1097190
86260,411834
301409,732934
639978,884883
120541,1081472
63351,1042017
136104,306869
317339,653168
1041786,1062170
114795,506338
343554,912047
20371,884883
506338,1021375
605123,1083209
141485,1179685
541098,923715
878708,1059128
165007,459475
201659,1054506
982737,1025400
392281,1059128
560821,1163085
506713,683141
197042,492859
467117,626577
281751,418025
20371,67839
383406,683141
1515,584871
434374,674226
150734,183779
568114,683141
738563,1146586
596073,1132226
252203,1081472
165007,282810
300147,434374
141485,618417
183779,823803
201659,376435
579522,1120420
317339,918553
252203,715352
543560,839281
126196,492859
453128,871202
596073,975781
41532,262399
281751,726294
389279,999224
383406,503953
428253,1132226
284379,637340
427882,485193
683141,1059128
608062,995423
503953,639640
10434,977945
596073,1179685
246181,918553
504103,878708
410199,896453
383406,1083209
244133,328181
63351,310482
34396,51274
389279,435482
698133,1073700
508994,767767
76617,1041786
1155623,1199587
695299,707777
76617,617298
346220,1199506
626976,915589
954288,1115364
863232,983468
216359,763217
252998,1054717
204975,1155623
773674,832970
600291,1212563
485193,1155623
936133,954611
1081472,1165334
332943,1190080
1440,889198
371364,626976
467117,1023494
117055,197508
114795,271364
183779,536385
85149,933048
74573,1013658
1042017,1062170
300147,732934
317339,1199587
203377,467117
608062,1170343
584871,823878
605123,1132226
977442,1002305
183779,269359
485193,653168
106380,611004
246181,300147
475997,890759
418025,503953
337675,723674
951273,1046485
199300,579374
12242,702572
315124,936634
389279,741654
366473,922697
345732,412911
1083348,1165334
224952,1013658
353187,962676
639978,783786
500039,602914
983230,1004420
596073,1034750
1163520,1170343
703939,1163520
244133,1199587
277082,987234
916147,1162547
301409,823803
177740,743096
206865,665957
301409,1059128
201659,984141
31195,692449
611004,839281
615011,781468
301409,480511
500039,787055
351669,1131636
383406,418025
702572,981129
816931,840957
604087,707777
5560,915589
741654,987234
321927,1083348
136104,1134633
310482,434374
618417,1155623
15001,1141787
281751,1002305
674226,1034750
134961,1036472
10434,867324
639640,936634
665957,995423
323095,777209
40654,639592
711741,774118
1083209,1179685
492859,1158271
305127,340426
839281,1144599
305127,462342
435482,999224
689059,867324
279050,281751
310482,317339
346220,1188973
269359,427882
134961,739890
598072,640306
212242,997206
485193,543560
212242,1146173
271364,953269
269359,536385
618417,653168
43547,1212563
127214,602555
257037,434022
315124,839281
276727,774273
653168,1199587
443797,565684
1081472,1199506
27744,665008
136639,1033634
34396,1188973
519222,995423
204975,317339
545219,957824
434374,1132226
695299,791724
183779,1041786
183779,617298
310482,618417
967246,1155623
199300,651055
1079385,1146173
316167,739890
690871,722231
114795,1141787
1123928,1158271
279050,1144370
689059,1191260
434374,579374
246181,383406
269359,315124
5560,983468
936634,1042017
228306,418345
279050,300147
519222,871202
503953,977442
922697,1073700
435482,741654
310482,1034750
203377,653168
504103,1199587
912047,1123928
64172,1079608
517367,739890
936792,992401
1035512,1054506
484332,560821
1013658,1158271
527144,538418
774118,1158280
653168,1002305
106380,503953
170051,1033663
40654,323452
480511,839281
76617,728794
844933,944475
246994,884883
791068,813521
739890,943022
680488,750304
106380,1083209
1002305,1179685
300972,793893
485193,1023494
774118,1083348
502519,954288
506713,1083209
20371,703939
775269,933386
660122,835961
777397,1034750
475997,1123928
67839,393759
343554,492859
51274,252203
282420,1188973
427882,1042017
736632,1003757
282810,695299
500039,975105
298498,327240
128045,1033663
618417,1199587
343554,1054717
201659,826955
301409,596073
56896,536385
175231,475997
301409,1041786
301409,617298
428253,777397
480511,878708
983468,1131636
114795,981129
434374,651055
128045,960334
884883,1163520
328181,878708
17565,884883
807660,992401
295250,567790
281751,618417
246181,674226
555485,992401
203377,543560
323095,951273
467117,1144599
393759,871202
828791,1037962
774273,1131636
54240,177740
484332,1036472
230946,560821
252998,1158271
165007,707777
807660,1033663
17565,67839
527144,666060
459475,1101685
484332,739890
427882,674226
56896,315124
300147,539005
225419,995423
728794,1199587
67839,1014258
564059,666060
220952,504103
315124,918553
726294,1083209
246181,310482
568114,605123
220952,568114
618417,1023494
1023494,1155623
300930,1024080
255274,346220
269359,626577
151611,984141
281751,1034750
434022,555485
183779,204975
418789,753549
300147,967246
503953,1059128
300147,639640
317339,506713
472984,722520
63975,844933
244133,878708
539005,1042017
106380,1132226
106380,244133
45623,1123928
246181,428253
506713,1132226
67839,317033
183779,728794
328181,653168
225419,1170343
1054506,1151303
383406,1132226
220952,726294
317339,1144599
559035,1063755
204975,434374
443797,944400
376435,1101685
975781,1155623
279050,975781
230946,739890
246181,315124
220952,467117
271364,793893
262399,983230
236010,910630
674226,1155623
927616,1180048
197042,1013285
725704,1013285
300147,1041786
300147,617298
1079385,1097190
203377,1023494
639978,1170343
543560,918553
517367,957824
480511,918553
567790,1013658
539005,1144370
568114,1179685
428253,605123
300147,1062170
418789,832970
889119,1159680
251316,1097340
298498,1063126
281751,568114
732934,977442
698133,1054506
439649,555407
197042,300972
1062170,1132226
279050,674226
944475,954288
300302,1063126
120541,462342
204975,618417
863232,915589
126196,1013285
839281,1041786
564059,738563
545219,739890
726294,1132226
720053,1079608
131856,291464
10434,538418
126196,295250
246638,574237
282810,922697
604476,792321
472984,502519
130458,249012
126196,300972
74573,793893
696428,792321
321927,484332
741654,904969
279050,310482
793893,981129
1062170,1179685
332119,564505
145821,1082248
12950,863232
443797,1059233
570242,1082248
936133,1131636
434374,683141
1440,972906
56896,626577
101197,1175055
252203,462342
890759,1158271
199300,383406
1192492,1195862
696428,722520
351669,1030741
574237,1195862
204975,506713
151611,604087
743096,863232
823878,884166
933048,1028923
281751,467117
480511,1199587
467117,536385
130458,246994
345732,783786
42401,898641
114795,343554
428253,975781
78596,591235
651055,683141
328181,1199587
150734,467117
434374,503953
184570,275791
596073,777397
279050,428253
276727,396084
428253,1179685
5585,541098
197042,953269
63351,392281
722520,792321
763662,981156
725704,793893
197042,252998
366473,604087
141485,1023494
5585,46334
579374,651055
492859,702572
310514,1130262
15001,45623
199300,244133
295250,981309
303592,602555
17565,1200313
617298,1034750
783266,1176803
246181,279050
598072,813048
199300,281751
943022,1165334
783786,1170343
872089,983230
343554,1158271
613184,992401
651055,1083209
104977,536385
396084,954611
639592,711741
126196,793893
126196,252998
268660,1158280
301409,328181
55568,252203
503953,1062170
392281,1002305
538418,1146586
175231,932075
5560,212242
10448,1207994
617298,1002305
201659,459475
12242,15001
506713,568114
328181,1023494
197042,271364
12242,1013285
729067,1033663
178591,912047
317339,536385
579374,611004
144855,282810
418789,1010776
12242,295250
199300,1144370
1042017,1059128
279050,485193
871202,1195748
728794,878708
270197,715352
206865,1200313
618417,1144599
276727,351669
295250,657437
12242,300972
145821,840058
76617,839281
305127,560821
310482,543560
295250,1021375
637340,1164767
126196,271364
244133,427882
459475,906707
270197,340426
270197,462342
467117,1041786
413584,1146586
467117,617298
40654,1081472
536385,1042017
657242,912047
327240,783266
20371,995423
674226,1023494
252203,268660
246638,423218
807660,910630
45623,749709
300147,728794
975781,1002305
555485,910630
702572,912047
1073700,1151303
183779,596073
34396,120541
953269,981309
626976,743096
1036472,1158280
249012,884883
252998,271364
203377,539005
76617,651055
281751,653168
220952,317339
983468,1030741
605123,1034750
282420,354546
439649,923715
626976,863232
872089,921873
78790,730413
651055,1132226
665957,871202
134961,484332
383406,777397
570242,1079385
794998,998816
184570,345173
197042,295250
203377,967246
527144,738563
459475,791724
120541,340426
389279,729067
144855,1101685
327240,933048
519222,1014258
305127,739890
15001,197042
57547,184570
321927,711741
402356,1004420
640306,805337
1002305,1042017
268660,517367
246181,485193
316167,484332
593629,696428
63975,792321
277082,555485
637340,1000678
212242,983468
104977,579374
977442,1199587
343554,1013285
310482,1023494
197508,792321
896453,1151303
555161,844933
730413,773674
204975,269359
1134822,1181214
199300,605123
113175,904969
162881,778474
1008271,1171854
579522,1115465
64172,1195862
269359,596073
183779,839281
485193,539005
783786,995423
54240,983468
284379,1164767
504103,536385
1023494,1199587
281751,317339
434022,1033663
418025,1144370
266895,421608
890759,953269
252203,957824
150734,317339
1063126,1176803
175231,1159290
1002305,1144370
886073,1146586
55568,715352
262399,921873
17565,412911
823803,977442
323452,354546
117055,1115364
282420,1165334
55568,340426
34396,1199506
332119,1184108
76617,918553
396084,729116
626577,639640
317339,626577
301409,936634
269359,579374
183779,651055
10434,666060
298498,962676
673197,972906
271364,300972
203377,823803
975781,1199587
63351,1002305
134961,1083348
41182,1010448
199300,975781
1165334,1188973
328181,506713
502519,944475
878708,1155623
46334,787055
383406,605123
598072,730413
392281,1155623
55791,679522
467117,611004
34396,134961
316167,1158280
67839,1200313
617298,1155623
598072,773674
343554,953269
485193,1041786
564059,765044
310514,778023
1082248,1131636
467117,728794
923715,975105
427882,683141
59990,687061
1141787,1215923
282810,896453
199300,279050
128045,781468
753549,805337
106380,246181
434374,605123
674226,732934
197508,502519
485193,1062170
281751,1023494
957824,1158280
640306,775729
284379,1000678
595720,703939
127214,591288
323095,484022
605123,618417
392281,504103
301409,839281
639640,1042017
943450,1036472
371364,936133
316167,545219
279050,1042017
51274,268660
106380,281751
517367,1158280
104977,611004
323452,1188973
953269,1159290
67939,886073
282810,1101685
453128,595720
150734,1002305
277082,960334
300930,753549
423218,757934
506713,975781
817272,1212563
613184,910630
698133,1035512
15001,657437
300147,596073
418025,605123
383406,975781
269359,651055
305127,957824
78596,249012
506713,1179685
729067,910630
604476,954288
1141787,1159290
432286,769399
696428,954288
67839,608062
383406,1179685
45623,725704
1158271,1215923
106380,777397
400124,1191260
204975,626577
120541,560821
618417,1041786
106380,1144370
270197,346220
393759,453128
639640,674226
183779,918553
183779,328181
5560,145821
141485,1059128
165007,410199
56896,579374
536385,674226
246994,995423
711741,715352
434374,1179685
201659,707777
702572,890759
203377,639640
42401,507080
722304,1115364
12950,743096
290462,383389
310482,732934
787055,975105
151611,1101685
389279,613184
113175,1002973
269359,611004
165007,695299
315124,428253
270197,323452
316167,711741
726294,975781
593629,604476
943022,957824
749709,1013658
492859,981129
204975,732934
729116,840058
720053,1195862
434374,618417
251316,665008
351669,1097190
878708,1199587
726294,1179685
1158271,1159290
402356,872089
579374,839281
427882,568114
543560,626577
197042,1141787
400124,977945
279050,392281
428253,1042017
117055,722304
591235,995423
316167,517367
506713,1034750
80583,450904
695299,896453
144855,201659
51274,462342
366473,1101685
351669,1146173
246994,1170343
310482,967246
203377,1041786
726294,777397
484332,1083348
300147,839281
220952,506713
141485,392281
932075,981309
396084,1131636
197508,555161
626577,977442
126196,1141787
618417,626577
150734,434374
1041786,1199587
340426,354546
5560,863232
331838,651639
120541,739890
76617,203377
203377,1062170
160698,787055
727834,957824
392281,878708
729116,954611
427882,726294
346220,1158280
294893,564505
918553,936634
56896,651055
282420,305127
76617,281751
506338,702572
315124,485193
328181,536385
175231,567790
104977,503953
962676,1176803
677261,727834
393759,1014258
74573,1215923
301409,918553
230946,1158280
332119,1162547
618417,732934
157847,833213
726294,1034750
608062,665957
977442,1144599
114795,175231
15001,890759
354546,1036472
106380,605123
141485,639640
131856,1008271
67839,412911
104977,1083209
683141,878708
943450,1083348
412911,871202
126196,343554
230946,1083348
246638,1195862
269359,301409
232532,841563
252998,953269
76617,1144370
922697,1035512
56896,611004
787055,840632
281751,539005
639686,732897
270197,560821
175231,178591
428253,977442
840058,983468
492859,506338
279050,418025
392281,653168
251316,327240
76617,300147
244133,536385
555407,923715
63351,504103
294893,592450
617298,653168
702572,1013658
596073,639640
310482,823803
545219,943022
281751,1144599
592450,594193
185139,933386
277082,1033663
300930,1010776
67939,527144
817272,977945
54240,212242
340426,1165334
1042017,1199587
480511,485193
310482,480511
666060,1212563
220952,543560
106380,975781
204975,1059128
485193,1059128
165007,922697
252998,981129
674226,1144599
300972,890759
106380,1179685
579374,1132226
183779,203377
389279,434022
63975,954288
244133,315124
674226,967246
2602,262399
134961,1165334
328181,1041786
301409,427882
729067,781468
40654,252203
777397,1059128
707777,764755
55568,268660
567790,1215923
462342,957824
418025,485193
206865,608062
20371,1014258
268660,711741
392281,434374
240040,1068717
45623,475997
722231,1101042
150734,504103
63351,467117
104977,244133
915589,1030741
596073,1062170
732934,1002305
268660,484332
85149,1176803
34396,321927
910630,936792
1083348,1158280
170051,262069
230946,517367
565684,898641
674226,1041786
39516,101601
120541,957824
56896,301409
640306,1024080
150734,199300
525270,906707
722520,954288
890759,1141787
500039,953844
651055,777397
555161,722304
545219,711741
651055,1144370
674226,1062170
17565,225419
20371,317033
653168,1144599
595720,995423
392281,1199587
947134,1028886
640306,1139993
204975,539005
131856,217610
220952,269359
252998,295250
317339,579374
328181,626577
150734,543560
604087,695299
64135,775729
15001,1123928
252998,300972
567790,981309
376435,410199
113175,615011
467117,651055
282420,739890
303592,591288
912047,1159290
63351,878708
96558,197508
269359,936634
400124,927370
204975,967246
34396,639592
251316,1063126
134961,1199506
244133,579374
503953,504103
967246,1059128
376435,695299
728794,823803
55568,462342
674226,823803
918553,1132226
567790,932075
199300,1042017
826955,984141
212242,863232
343554,1141787
175231,981309
595720,871202
565083,689059
608062,1014258
777397,967246
131856,986333
427882,1179685
76617,975781
418789,640306
43887,1133820
783786,871202
936792,999224
823803,1155623
310482,1041786
141485,204975
310482,617298
816931,978176
617298,1023494
884883,995423
1059128,1199587
203377,480511
410199,429726
204975,596073
51274,270197
323452,957824
485193,596073
765044,977945
41532,127214
225419,345732
890759,981129
51274,323452
300302,1028923
310482,1062170
432286,787055
27744,353187
206865,412911
427882,618417
932075,1021375
410199,1073700
257037,987234
596073,977442
558177,789296
199300,674226
317339,651055
981309,1141787
63351,653168
715352,1163085
268660,545219
763217,927616
175231,657437
666060,817272
340079,570679
55568,230946
618417,967246
418025,639640
475997,932075
175231,1021375
328181,611004
777397,1062170
975781,1023494
884883,1170343
570242,1131636
954611,1030741
753549,1139993
383406,1042017
40654,354546
199300,310482
506713,543560
555485,999224
269359,503953
427882,1034750
56896,246181
481783,1101957
260599,1212452
953269,1054717
697210,999824
749709,793893
777209,951273
262069,992401
605123,732934
343554,981129
677261,943022
204975,823803
559035,604476
527144,1146586
485193,823803
85149,298498
317339,611004
56896,244133
178591,300972
611004,1083209
504103,579374
56896,281751
657242,1013285
286888,1008198
45623,1159290
777397,823803
54240,915589
255274,282420
371364,915589
503953,878708
244133,611004
774118,943450
726294,1042017
300147,328181
281751,1041786
246181,568114
639640,683141
651055,975781
1165334,1199506
839281,936634
174679,477299
34396,774118
56896,1144370
