instance_id,brand,cpu_brand,cpu_core,cpu_model,cpu_frequency,pc_name,family,title,flag,clean_info,sorted_title
722304,hp,intel,i5,0,0,0,hp, hp aspire r51 dominator-891 refurbished notebook android (2.5 i5 ii hd read 3 win8 80gb,2, 25 3 80gb android aspire dominator891 hd hp i5 ii r51 read refurbished win8, 25 3 80gb android aspire dominator891 hd hp i5 ii notebook r51 read refurbished win8
140673,0,0,0,0,0,0,0," toshiba : 3.5"" top 1"" -",0, 1 35  top toshiba,  1 35  top toshiba
1033600,0,0,0,0,0,0,0, 2014 aspire - vology bundled gaming students for screen 4200m - ipm charge 6 4 kyb and 8 : -,2, 2014 4 4200m 6 8  aspire bundled charge for gaming ipm kyb screen students,    2014 4 4200m 6 8  and aspire bundled charge for gaming ipm kyb screen students vology
1197442,hp,intel,i5,4900m,0,4900m,hp, hp xmg case 74 gaming comfyview 1 4900mq i5 ram ssd ebay fhd laptop ebay canada hdd - x - 1,2, 1 1 4900mq 74 canada case comfyview ebay ebay fhd gaming hp i5 ram x xmg,   1 1 4900mq 74 canada case comfyview ebay ebay fhd gaming hdd hp i5 laptop ram ssd x xmg
525700,0,intel,i5,3230m,0,0,0," msi inch 17"" edge 67ghz 3230m - i5 i5 hdd geforce 4gb 8gb 30fdsaaam cortex mini gaming xmg ebay - downgrade ssd accessories hdd gps ssd webcam,very",2, 17 30fdsaaam 3230m 4gb 67ghz 8gb cortex ebay edge gaming geforce gps i5 i5 mini msi webcamvery xmg,   17 30fdsaaam 3230m 4gb 67ghz 8gb accessories cortex downgrade ebay edge gaming geforce gps hdd hdd i5 i5 inch mini msi ssd ssd webcamvery xmg
591235,lenovo,intel,i5,3320m,0,2325,lenovo," lenovo thinkpad x230 2325 - 12.5"" - core i5 3320m - windows 8 pro 64-bit - 4 gb ram - 500 gb hdd - vology",2, 125 2325 3320m 4 500 64bit 8 gb gb i5 lenovo pro ram thinkpad windows x230,       125 2325 3320m 4 500 64bit 8 core gb gb hdd i5 lenovo pro ram thinkpad vology windows x230
353685,0,0,0,0,0,0,0," epson : probook distributor to - computer 500g core elt-337730 - no 7 2 nq0018 johannesburg portable lan : 16gb ssd, dvd",2, 16gb 2 500g 7   computer distributor dvd elt337730 epson johannesburg lan no nq0018 portable probook ssd to,   16gb 2 500g 7   computer core distributor dvd elt337730 epson johannesburg lan no nq0018 portable probook ssd to
1213845,acer,intel,i5,0,0,0,acer, acer f8n82us#aba nc6120 8 state 30 : pentium core i5 4gb 32-bit ck0087 install | / 750gb : - 64-bit 8 ebay hdd ram ssd 4400,2,  30 32bit 4400 4gb 64bit 750gb 8 8   acer ck0087 ebay f8n82usaba i5 install nc6120 pentium ram state ,   30 32bit 4400 4gb 64bit 750gb 8 8   acer ck0087 core ebay f8n82usaba hdd i5 install nc6120 pentium ram ssd state 
492951,0,intel,i5,0,0,0,0," refurbished vaio 13t 15 pcie sale i5 13.3"" sshd memory 3gb computers 4.2 mid,mid,android4.0 - windows",2, 133 13t 15 3gb 42 i5 memory midmidandroid40 pcie refurbished sale sshd vaio windows,  133 13t 15 3gb 42 computers i5 memory midmidandroid40 pcie refurbished sale sshd vaio windows
443797,acer,intel,i3,4010u,1.70,e1572,acer," amazon.com : brand new acer america corp. acer aspire e1-572-34014g50mnrr 15.6"" led notebook - intel core i3 i3-4010u 1.70 ghz - red : computers & accessories",2,  170 156   acer acer amazoncom america aspire brand corp e157234014g50mnrr ghz i3 i34010u intel new red,    170 156   accessories acer acer amazoncom america aspire brand computers core corp e157234014g50mnrr ghz i3 i34010u intel led new notebook red
1440,asus,intel,0,0,0,0,asus," asus satellite x240 external edge core intel techbuy processor 1 1"" from ghz (manufacturer) 500 ebay 750gb - system,wm8850",2, manufacturer 1 1 500 750gb asus ebay edge external from ghz intel satellite systemwm8850 techbuy x240, manufacturer  1 1 500 750gb asus core ebay edge external from ghz intel processor satellite systemwm8850 techbuy x240
42401,acer,intel,i3,4010u,1.70,e1572,acer," amazon.com : acer aspire e1-572p-6468 16-inch touchscreen notebook (1.7ghz intel core i3-4010u, 4gb ram, 500gb hdd, windows 8.1) : notebook computers : computers & accessories",2,  17ghz 16inch 4gb 500gb 81    acer amazoncom aspire e1572p6468 hdd i34010u intel ram touchscreen windows,  17ghz 16inch 4gb 500gb 81    accessories acer amazoncom aspire computers computers core e1572p6468 hdd i34010u intel notebook notebook ram touchscreen windows
1033634,lenovo,amd,e-series,0,0,0,lenovo," accessories lenovo 16gb vology latitude 13-inch black ebay e-series laptop 5"" was i5 lenovo",2, 13inch 16gb 5 black eseries ebay i5 latitude lenovo lenovo was, 13inch 16gb 5 accessories black eseries ebay i5 laptop latitude lenovo lenovo vology was
722341,dell,0,0,0,0,0,dell," dell lenovo l520 with notebook 14"" 2640m ultrabook ghz 4gb x2 gb ram 64-bit | computer,dual-core computer,android gb business ram on juegos gb",2, 14 2640m 4gb 64bit business computerandroid computerdualcore dell gb gb gb ghz juegos l520 lenovo on ram ram ultrabook x2 , 14 2640m 4gb 64bit business computerandroid computerdualcore dell gb gb gb ghz juegos l520 lenovo notebook on ram ram ultrabook with x2 
1050023,0,intel,i7,0,0,0,0," panasonic latitude flex x101ch touchsmart 2 12.5"" tablet i7 black) 1 2.60 | drive ram & | - - star® gb 2gb alibaba.com",2,  1 125 2 260 2gb alibabacom black drive flex gb i7 latitude panasonic ram star tablet touchsmart x101ch  ,    1 125 2 260 2gb alibabacom black drive flex gb i7 latitude panasonic ram star tablet touchsmart x101ch  
1181097,dell,intel,i3,4300u,0,0,dell," dell mt3707 g6 stylus memory dual-core 4300u led converged 1gb - 4gb ssd australia hdd, | on testing - - product i3 laptop pro, gb 8.1",2, 1gb 4300u 4gb 81 converged dell dualcore g6 gb hdd i3 memory mt3707 on pro stylus testing ,    1gb 4300u 4gb 81 australia converged dell dualcore g6 gb hdd i3 laptop led memory mt3707 on pro product ssd stylus testing 
673197,asus,0,0,0,1.86,0,asus, asus touch 10 vology color 14 1.86ghz pc touch duo win catalog.com 8 windows wm8850 box gb gb 500 - on on : product on 256 - gb 4400 - home,2, 186ghz 10 14 256 4400 500 8  asus box catalogcom color duo gb gb gb home on on on touch touch windows wm8850,    186ghz 10 14 256 4400 500 8  asus box catalogcom color duo gb gb gb home on on on pc product touch touch vology win windows wm8850
665008,lenovo,intel,i7,3667u,0,3448,lenovo," lenovo thinkpad x1 carbon 3448 - 14"" - core i7 3667u - windows 8 pro 64-bit - 8 gb ram - 240 gb ssd - vology",2, 14 240 3448 3667u 64bit 8 8 carbon gb gb i7 lenovo pro ram thinkpad windows x1,       14 240 3448 3667u 64bit 8 8 carbon core gb gb i7 lenovo pro ram ssd thinkpad vology windows x1
591288,lenovo,intel,i7,0,0,0,lenovo, hot np680z5e-x01us cf i7 17 6gbps - price multi buy 500gb gaming 1yr 500gb | lenovo / buy notebook xt2 180 gb dvd-writer windows,2,  17 180 1yr 500gb 500gb 6gbps cf dvdwriter gaming gb hot i7 lenovo multi np680z5ex01us price windows xt2 ,   17 180 1yr 500gb 500gb 6gbps buy buy cf dvdwriter gaming gb hot i7 lenovo multi notebook np680z5ex01us price windows xt2 
656831,lenovo,intel,i3,m680,0,2344,lenovo, lenovo intel m6800 2344 3444 duo with quad downgrade - intel i3â ghz 7 | 7 pc voice ram ebay : strip tb,2, 2344 3444 7 7  duo ebay ghz i3â intel intel lenovo m6800 quad ram strip tb voice ,  2344 3444 7 7  downgrade duo ebay ghz i3â intel intel lenovo m6800 pc quad ram strip tb voice with 
9664,lenovo,0,0,0,0,0,lenovo," lenovo l520 9656 24"" : 2 used windows six metallic laptop,gaming hdd 320 ebay pc 1 product 8 tablet ghz :",2, 1 2 24 320 8 9656   ebay ghz l520 laptopgaming lenovo metallic six tablet used windows, 1 2 24 320 8 9656   ebay ghz hdd l520 laptopgaming lenovo metallic pc product six tablet used windows
1033663,dell,intel,0,0,0,0,dell," hdd android 534flb ssd, intel w530 dual - hdd z3745 g1-core (refurbished) 8.1 - / 20a7002qu touchscreen 2.3,1.2gb dell - pro | ram alibaba.com gtx intel capacitive laptop -",2, refurbished  2312gb 20a7002qu 534flb 81 alibabacom android capacitive dell dual g1core gtx intel intel pro ram ssd touchscreen w530 z3745 , refurbished      2312gb 20a7002qu 534flb 81 alibabacom android capacitive dell dual g1core gtx hdd hdd intel intel laptop pro ram ssd touchscreen w530 z3745 
107983,0,0,0,0,0,0,0, 30934gu : & laptop 15e notebook latitude win 64 buy ram buy | | gb product 4 sim 628586531307 ram ghz portatili notebooks 2gb notebook - 320 ssd ordinateur : vology,2,  15e 2gb 30934gu 320 4 628586531307 64   gb ghz latitude notebooks ordinateur portatili ram ram sim  ,   15e 2gb 30934gu 320 4 628586531307 64   buy buy gb ghz laptop latitude notebook notebook notebooks ordinateur portatili product ram ram sim ssd vology win  
1082831,dell,0,0,0,0,0,dell, lenovo dell x230 80gb built-in 12.5 1080p âcore mg 10 touch 50 australia - inch bluray,2, 10 1080p 125 50 80gb bluray builtin dell lenovo mg touch x230 âcore,  10 1080p 125 50 80gb australia bluray builtin dell inch lenovo mg touch x230 âcore
1197530,0,0,0,0,0,0,0, toshiba inspiron t430 g1 led hours -,1, g1 hours inspiron t430 toshiba,  g1 hours inspiron led t430 toshiba
1164767,dell,intel,pentium,0,0,0,dell, dell laptop x305 30 yoga 6 350 pentium gb case win8,1, 30 350 6 case dell gb pentium win8 x305 yoga, 30 350 6 case dell gb laptop pentium win8 x305 yoga
812521,0,0,0,0,0,0,0, 2014 aspire - vology bundled gaming students for screen 4200m - ipm charge 6 4 kyb and 8 : -,2, 2014 4 4200m 6 8  aspire bundled charge for gaming ipm kyb screen students,    2014 4 4200m 6 8  and aspire bundled charge for gaming ipm kyb screen students vology
1515,acer,intel,i3,2348m,0,e1571,acer," amazon.com : lb1 high performance new wireless bluetooth mini speaker portable for acer black/silver aspire e e1-571-6607 15.6"" laptop pc with intel core i3-2348m processor 4gb memory 500gb hard drive and windows 7 home premium 64-bit with built-in microphone and micro sd card slot (silver) : computers & accessories",2,  silver 156 4gb 500gb 64bit 7   acer amazoncom aspire blacksilver bluetooth builtin card drive e e15716607 for hard high home i32348m intel lb1 memory micro microphone mini new performance portable premium sd slot speaker windows wireless,  silver 156 4gb 500gb 64bit 7   accessories acer amazoncom and and aspire blacksilver bluetooth builtin card computers core drive e e15716607 for hard high home i32348m intel laptop lb1 memory micro microphone mini new pc performance portable premium processor sd slot speaker windows wireless with with
378349,hp,intel,i7,3217u,0,0,hp," thinkpad tab notebook intel fangbook 3217udual - ebay ebay ghz 20 2.67/4gb/320gb/dvdrw/15.6/w7p64 gb | ram, ebay hp - i7 core 7 14 :",2, 14 2674gb320gbdvdrw156w7p64 20 3217udual 7  ebay ebay ebay fangbook gb ghz hp i7 intel ram tab thinkpad ,   14 2674gb320gbdvdrw156w7p64 20 3217udual 7  core ebay ebay ebay fangbook gb ghz hp i7 intel notebook ram tab thinkpad 
992749,lenovo,intel,0,520m,0,0,lenovo, lenovo thinkpad d620 n2830 small-in-one 250 notebook 520m pc ultrabook laptop windows gtx 10.1 | ebay 4 for on - product gb gb - standard intel - -,2, 101 250 4 520m d620 ebay for gb gb gtx intel lenovo n2830 on smallinone standard thinkpad ultrabook windows ,     101 250 4 520m d620 ebay for gb gb gtx intel laptop lenovo n2830 notebook on pc product smallinone standard thinkpad ultrabook windows 
796141,0,0,0,0,0,0,0," panasonic 4 t530 satellite 7 gs-series hdd desktop topendelectronics 2 1.2 880m laptop buy win 4 - 12.5""",2, 12 125 2 4 4 7 880m desktop gsseries panasonic satellite t530 topendelectronics,  12 125 2 4 4 7 880m buy desktop gsseries hdd laptop panasonic satellite t530 topendelectronics win
468467,0,0,0,0,0,0,0," - inch | aspire - unbuffered n2830 cheapest ddr3+4gb flash, 15.6 win beats drive 500gb sony atom burner, 320gb vology hard ssd e4300 - 7 graphics ssd",2, 156 320gb 500gb 7 aspire atom beats burner cheapest ddr34gb drive e4300 flash graphics hard n2830 sony unbuffered ,    156 320gb 500gb 7 aspire atom beats burner cheapest ddr34gb drive e4300 flash graphics hard inch n2830 sony ssd ssd unbuffered vology win 
501235,0,0,0,0,0,0,0, china thinkpad inch ddr3 12.5 with 500gb ghz ghz elt-293698 7 pro 7 gb 2 ebay 4 windows - on,2, 125 2 4 500gb 7 7 ddr3 ebay elt293698 gb ghz ghz on pro thinkpad windows,  125 2 4 500gb 7 7 china ddr3 ebay elt293698 gb ghz ghz inch on pro thinkpad windows with
501236,dell,amd,e-series,0,1.00,0,dell," dell f4m00aw#aba 2000dx inch i7 3"" g751jt-ch71 ghz pc 4300u w e-series k2100m core via8880 pro windows windows ram -",2, 2000dx 3 4300u dell eseries f4m00awaba g751jtch71 ghz i7 k2100m pro ram via8880 w windows windows,  2000dx 3 4300u core dell eseries f4m00awaba g751jtch71 ghz i7 inch k2100m pc pro ram via8880 w windows windows
9725,lenovo,0,0,0,0,0,lenovo," lenovo - t410 d550mav-db01 aspire 6930p 15.6"" core 7 laptop accessories response ghz pro alibaba.com notebook computers gb on",2, 156 6930p 7 alibabacom aspire d550mavdb01 gb ghz lenovo on pro response t410,  156 6930p 7 accessories alibabacom aspire computers core d550mavdb01 gb ghz laptop lenovo notebook on pro response t410
75266,lenovo,0,0,0,0,0,lenovo," amazon.com gs70 lenovo 8gb laptop gb 4200u keyboard parts 00ghz & gb warranty with touch ebay alibaba.com ssd, ebay hd windows & -",2,   00ghz 4200u 8gb alibabacom amazoncom ebay ebay gb gb gs70 hd keyboard lenovo parts ssd touch warranty windows,    00ghz 4200u 8gb alibabacom amazoncom ebay ebay gb gb gs70 hd keyboard laptop lenovo parts ssd touch warranty windows with
1009159,hp,intel,i5,4500u,0,0,hp," 2 precision - 800mhz hp notebook 11 inch windows - atom 3 5420, 8 4500u rackmount ebay i5 3g",2, 11 2 3 3g 4500u 5420 8 800mhz atom ebay hp i5 precision rackmount windows,   11 2 3 3g 4500u 5420 8 800mhz atom ebay hp i5 inch notebook precision rackmount windows
624139,dell,0,0,0,0,0,dell, hp dell book x200ma-us01t - - 3230m led,1, 3230m book dell hp x200maus01t,   3230m book dell hp led x200maus01t
230926,hp,0,0,0,0,0,hp, hp precision 15.6-inch vology 1 80 pc 2 1 inch 2gb windows accessories,2, 1 1 156inch 2 2gb 80 hp precision windows, 1 1 156inch 2 2gb 80 accessories hp inch pc precision vology windows
665105,0,intel,i7,4600u,0,0,0," i7 ebay miniprice.ca alibaba.com duo laptop 15.6"" dvdrw | 65l, technology | ms 17 (4 750m, 8gb 40gb 27xi pro - core ssd samsung i7-4600u",2, 4 156 17 27xi 40gb 65l 750m 8gb alibabacom duo ebay i7 i74600u minipriceca ms pro samsung technology  , 4  156 17 27xi 40gb 65l 750m 8gb alibabacom core duo dvdrw ebay i7 i74600u laptop minipriceca ms pro samsung ssd technology  
968212,asus,0,0,0,0,0,asus," asus toughbook z40, 13.3-inch 13",0, 13 133inch asus toughbook z40, 13 133inch asus toughbook z40
542235,0,0,0,0,0,0,0," sony thinkpad fit laptop built-in 13.3"" -",1, 133 builtin fit sony thinkpad,  133 builtin fit laptop sony thinkpad
615963,0,intel,i3,0,0,0,0," new : - 4 - i3 4gb 14"" 2 4x70g78061 - 1.9 r4,790.00 ebay bh91t 300 alibaba.com windows ebay 128 plus core gb : computers 500 8 - dvdrw, black) with",2, 19 128 14 2 300 4 4gb 4x70g78061 500 8   alibabacom bh91t black dvdrw ebay ebay gb i3 new plus r479000 windows,     19 128 14 2 300 4 4gb 4x70g78061 500 8   alibabacom bh91t black computers core dvdrw ebay ebay gb i3 new plus r479000 windows with
1181214,lenovo,amd,a8,0,0,0,lenovo," lenovo reconditioned latitude s5385 15.6"" notebook 3gb (winter a8 4gb & 160gb notebooks notebook laptop | 4 320gb pro inch copy, nach product - gb tablet alibaba.com hdd",2,  winter 156 160gb 320gb 3gb 4 4gb a8 alibabacom copy gb latitude lenovo nach notebooks pro reconditioned s5385 tablet ,  winter  156 160gb 320gb 3gb 4 4gb a8 alibabacom copy gb hdd inch laptop latitude lenovo nach notebook notebook notebooks pro product reconditioned s5385 tablet 
230946,hp,intel,0,0,0,0,hp," hp c5k47us#aba xps in usb 15.6"" rugged switch catalog.com 6ghz 500gb computer intel product - 64-bit -... 500 ebay laptop : gb on 64-bit vology & price supersonic / 4600 on",2,    156 4600 500 500gb 64bit 64bit 6ghz  c5k47usaba catalogcom computer ebay gb hp in intel on on price rugged supersonic switch usb xps,     156 4600 500 500gb 64bit 64bit 6ghz  c5k47usaba catalogcom computer ebay gb hp in intel laptop on on price product rugged supersonic switch usb vology xps
468521,hp,0,0,0,0,0,hp," hp c610n s30 29h hp notebook core touchscreen screen 4900mq quad 160gb computers hdd, | m16 pro | schenker home gb product ram windows 765 - juegos 64-bit hdd",2, 160gb 29h 4900mq 64bit 765 c610n gb hdd home hp hp juegos m16 pro quad ram s30 schenker screen touchscreen windows  ,  160gb 29h 4900mq 64bit 765 c610n computers core gb hdd hdd home hp hp juegos m16 notebook pro product quad ram s30 schenker screen touchscreen windows  
1156663,lenovo,0,0,0,0,0,lenovo," lenovo lenovo gx620 17t pc chromebook - led 2630qm 2nd laptop 120gb notebook ebay ebay dvdrw,",2, 120gb 17t 2630qm 2nd chromebook dvdrw ebay ebay gx620 lenovo lenovo,  120gb 17t 2630qm 2nd chromebook dvdrw ebay ebay gx620 laptop led lenovo lenovo notebook pc
157245,0,intel,0,0,0,0,0, led intel buy u46e 2 xp 1tb 128 mini topendelectronics dual : battery home 64-bit notebook | microsoft core,2, 128 1tb 2 64bit  battery dual home intel microsoft mini topendelectronics u46e xp , 128 1tb 2 64bit  battery buy core dual home intel led microsoft mini notebook topendelectronics u46e xp 
599617,0,intel,i5,0,0,0,0, toshiba - - for cheap 810 i5,1, 810 for i5 toshiba,   810 cheap for i5 toshiba
149058,0,intel,i7,0,0,0,0, new : pad android laptop laptop 20da001gus | i7 7 techbuy and windows pro inch 64,2, 20da001gus 64 7  android i7 new pad pro techbuy windows , 20da001gus 64 7  and android i7 inch laptop laptop new pad pro techbuy windows 
525890,0,intel,i3,0,0,0,0," i3542-6000bk 80gb 4800 ram - i5 s5381 power - 15.6"" best - vology 8 ram ddr3, alibaba.com win product : tester,mini webcam,android",2, 156 4800 8 80gb  alibabacom ddr3 i35426000bk i5 power ram ram s5381 testermini webcamandroid,    156 4800 8 80gb  alibabacom best ddr3 i35426000bk i5 power product ram ram s5381 testermini vology webcamandroid win
271947,dell,0,0,0,0,0,dell," dell latitude 14t-k100, 9 notebook 1"" | : 8gb 4xb0g69281 750gb ssd, pro home, | ebay - ram",2, 1 14tk100 4xb0g69281 750gb 8gb 9  dell ebay home latitude pro ram ssd  ,  1 14tk100 4xb0g69281 750gb 8gb 9  dell ebay home latitude notebook pro ram ssd  
468558,lenovo,0,0,0,0,0,lenovo," lenovo pavilion cf dual computer laptop notebook warranty (old australia 750gb windows memory, pro clean 7"" android - | mini home notebook",2, old 7 750gb android cf clean computer dual home lenovo memory mini pavilion pro warranty windows , old  7 750gb android australia cf clean computer dual home laptop lenovo memory mini notebook notebook pavilion pro warranty windows 
1001047,acer,intel,i3,3110m,2.40,e1771,acer," acer aspire e1-771-33116g50mnii 17.3"" led notebook - intel core i3 i3-3110m 2.40 ghz (6 gb ram - 500 gb hdd - dvd-writer - intel hd 4000 - windows 7 home premium 64-bit - 1600 x 900 display - bluetooth) price comparison at buy.net",2, 6 1600 173 240 4000 500 64bit 7 900 acer aspire at bluetooth buynet comparison display dvdwriter e177133116g50mnii gb gb ghz hd home i3 i33110m intel intel premium price ram windows x, 6        1600 173 240 4000 500 64bit 7 900 acer aspire at bluetooth buynet comparison core display dvdwriter e177133116g50mnii gb gb ghz hd hdd home i3 i33110m intel intel led notebook premium price ram windows x
722520,hp,intel,i5,0,0,0,hp," hp envy n01 i5 - 4tb 14"" sed silver) 2 | | nvidia ssd win bd, 2 - 7",2, 14 2 2 4tb 7 bd envy hp i5 n01 nvidia sed silver  ,   14 2 2 4tb 7 bd envy hp i5 n01 nvidia sed silver ssd win  
1123928,lenovo,amd,0,0,0,0,lenovo, lenovo satellite ram with - computer 6ghz : 320gb hdd price - 4 2 320 was amd sfp+ ebay burner (haf-915r-kkn1) 17 ultimate,2, haf915rkkn1 17 2 320 320gb 4 6ghz  amd burner computer ebay lenovo price ram satellite sfp ultimate was, haf915rkkn1   17 2 320 320gb 4 6ghz  amd burner computer ebay hdd lenovo price ram satellite sfp ultimate was with
34396,hp,intel,0,0,0,0,hp, 10 thinkpad hp 11 7737 15.6-inch intel core vology 2 500gb - core ram webcam - - on - 128 support,2, 10 11 128 156inch 2 500gb 7737 hp intel on ram support thinkpad,     10 11 128 156inch 2 500gb 7737 core core hp intel on ram support thinkpad vology webcam
1042017,lenovo,intel,i5,3320m,0,2324,lenovo," lenovo thinkpad x230 2324 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 180 gb ssd - vology",2, 125 180 2324 3320m 4 64bit 7 gb gb i5 lenovo pro ram thinkpad windows x230,       125 180 2324 3320m 4 64bit 7 core gb gb i5 lenovo pro ram ssd thinkpad vology windows x230
640612,lenovo,0,0,0,0,0,lenovo," in thinkpad accessories 20a7002wus gb microboard,promotional rugged ram, switching 8ghz laptop,world ebay 2 3 4gb lenovo ghz panasonic 9 7 4 pro",2, 2 20a7002wus 3 4 4gb 7 8ghz 9 ebay gb ghz in laptopworld lenovo microboardpromotional panasonic pro ram rugged switching thinkpad, 2 20a7002wus 3 4 4gb 7 8ghz 9 accessories ebay gb ghz in laptopworld lenovo microboardpromotional panasonic pro ram rugged switching thinkpad
1099384,0,intel,i5,2620m,0,0,0," miniprice.ca ibm z3-615_wub nvidia 17.3"" 1 2620m i7 intel p8600 500gb & w8 i5-4300u 16gb - shopping - cheapest inch gb capacitive computers on ssd led",2,  1 16gb 173 2620m 500gb capacitive cheapest gb i54300u i7 ibm intel minipriceca nvidia on p8600 shopping w8 z3615_wub,    1 16gb 173 2620m 500gb capacitive cheapest computers gb i54300u i7 ibm inch intel led minipriceca nvidia on p8600 shopping ssd w8 z3615_wub
1115774,lenovo,0,0,0,0,0,lenovo, lenovo slim t540p vology core 5547 80gb - tablet - windows windows touch 500 1.90 ebay laptop,2, 190 500 5547 80gb ebay lenovo slim t540p tablet touch windows windows,   190 500 5547 80gb core ebay laptop lenovo slim t540p tablet touch vology windows windows
345732,lenovo,intel,i5,3320m,0,2325,lenovo," lenovo thinkpad x230 2325 - 12.5"" - core i5 3320m - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 4 gb ram - 128 gb ssd - vology",2,  125 128 2325 3320m 4 64bit 64bit 7 8 gb gb i5 lenovo pro pro ram thinkpad windows windows x230,        125 128 2325 3320m 4 64bit 64bit 7 8 core downgrade gb gb i5 lenovo pro pro ram ssd thinkpad vology windows windows x230
157317,0,amd,radeon,0,0,0,0, hot inspiron 10br0001us module 17 pc 2gb beema 8 qhd+ manufacturer core radeon ebay 7 7 ssd gb | 4 product,2, 10br0001us 17 2gb 4 7 7 8 beema ebay gb hot inspiron manufacturer module qhd radeon , 10br0001us 17 2gb 4 7 7 8 beema core ebay gb hot inspiron manufacturer module pc product qhd radeon ssd 
927370,lenovo,intel,i5,3427u,0,3460,lenovo," lenovo thinkpad x1 carbon 3460 - 14"" - core i5 3427u - windows 7 pro 64-bit - 4 gb ram - 256 gb ssd - vology",2, 14 256 3427u 3460 4 64bit 7 carbon gb gb i5 lenovo pro ram thinkpad windows x1,       14 256 3427u 3460 4 64bit 7 carbon core gb gb i5 lenovo pro ram ssd thinkpad vology windows x1
558732,0,0,0,0,0,0,0," windows spectre laptop 4"" panasonic e7440 -",1, 4 e7440 panasonic spectre windows,  4 e7440 laptop panasonic spectre windows
26253,lenovo,0,0,0,0,0,lenovo," 7 vaio lenovo g1 2 computer on windows ram core used 00ghz ghz rw | cam | pro,",2, 00ghz 2 7 cam computer g1 ghz lenovo on pro ram rw used vaio windows  , 00ghz 2 7 cam computer core g1 ghz lenovo on pro ram rw used vaio windows  
370318,lenovo,0,0,0,0,0,lenovo, lenovo 1gb/16gb e4300 laptop 5 mylo computers notebook 6' gs70,1, 1gb16gb 5 6 e4300 gs70 lenovo mylo, 1gb16gb 5 6 computers e4300 gs70 laptop lenovo mylo notebook
738961,0,0,0,0,0,0,0, miniprice.ca d830 mini 4.0 15.6 mgxd2ll/a sale 1 - - | 7 4gb 4g - 8 ebay ram w8,2, 1 156 40 4g 4gb 7 8 d830 ebay mgxd2lla mini minipriceca ram sale w8 ,    1 156 40 4g 4gb 7 8 d830 ebay mgxd2lla mini minipriceca ram sale w8 
575124,0,0,0,0,0,0,0," shenzhen thinkpad x131e 0622 - 500 15.6""",1, 0622 156 500 shenzhen thinkpad x131e,  0622 156 500 shenzhen thinkpad x131e
468636,0,intel,0,4200u,0,0,0," android inch buy 5 g1-i5-4200u-4gb-500gb no 3"" - miniprice.ca intel ebay core | | ebay notebook - & 3 39,6cm 8 ram",2,  3 3 396cm 5 8 android ebay ebay g1i54200u4gb500gb intel minipriceca no ram  ,    3 3 396cm 5 8 android buy core ebay ebay g1i54200u4gb500gb inch intel minipriceca no notebook ram  
927402,0,0,0,0,0,0,0," 15.6"" u9300 parts 14"" 90w quality thin sony",1, 14 156 90w parts sony thin u9300, 14 156 90w parts quality sony thin u9300
812733,lenovo,0,0,0,0,0,lenovo," lenovo series 8470p 11 air 4800m 2520 1 core - inch pricing ghz ddr3, laptop,mini",2, 1 11 2520 4800m 8470p air ddr3 ghz laptopmini lenovo pricing series,  1 11 2520 4800m 8470p air core ddr3 ghz inch laptopmini lenovo pricing series
460477,asus,intel,i5,3317u,1.70,ux31a,asus," amazon.com : asus ux31a-xb52 13.3-inch ultrabook (1.7 ghz intel core i5-3317u processor, 4gb ddr3, 256gb ssd, windows 7 professional) silver aluminum : laptop computers : computers & accessories",2,  17 133inch 256gb 4gb 7    aluminum amazoncom asus ddr3 ghz i53317u intel processor professional silver ssd ultrabook ux31axb52 windows,  17 133inch 256gb 4gb 7    accessories aluminum amazoncom asus computers computers core ddr3 ghz i53317u intel laptop processor professional silver ssd ultrabook ux31axb52 windows
1132226,lenovo,intel,i5,3320m,0,3437,lenovo," lenovo thinkpad x230 tablet 3437 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 320 gb hdd - vology",2, 125 320 3320m 3437 4 64bit 7 gb gb i5 lenovo pro ram tablet thinkpad windows x230,       125 320 3320m 3437 4 64bit 7 core gb gb hdd i5 lenovo pro ram tablet thinkpad vology windows x230
1197762,acer,0,0,0,0,0,acer, amazon.com : acer aspire v7-582pg-6479 15.6-inch touchscreen ultrabook (cool steel) : computers & accessories,2,  cool 156inch   acer amazoncom aspire steel touchscreen ultrabook v7582pg6479,  cool 156inch   accessories acer amazoncom aspire computers steel touchscreen ultrabook v7582pg6479
460492,0,intel,i3,0,0,0,0, amazon.com - - t420 | / i5 core - usb touch d2500 windows batt display white/blue free hdd - gb inch i3 & & & computers,2,     amazoncom batt d2500 display free gb i3 i5 t420 touch usb whiteblue windows ,         amazoncom batt computers core d2500 display free gb hdd i3 i5 inch t420 touch usb whiteblue windows 
394970,hp,intel,i5,9470m,0,9470m,hp, hp elitebook folio 9470m - 14 - core i5 3427u - windows 7 pro 64-bit - 4 gb ram - 500 gb hdd,2, 14 3427u 4 500 64bit 7 9470m elitebook folio gb gb hp i5 pro ram windows,      14 3427u 4 500 64bit 7 9470m core elitebook folio gb gb hdd hp i5 pro ram windows
