instance_id,brand,cpu_brand,cpu_core,cpu_model,cpu_frequency,capacity,pc_name,family,title,flag,clean_info,sorted_title
9664,lenovo,0,0,0,0,0,0,lenovo," lenovo l520 9656 24"" : 2 used windows six metallic laptop,gaming hdd 320 ebay pc 1 product 8 tablet ghz :",1, 1 2 24 320 8 9656 ebay gaming ghz l520 lenovo metallic six tablet used windows, 1 2 24 320 8 9656 ebay gaming ghz hdd l520 laptop lenovo metallic pc product six tablet used windows
1033663,dell,intel,0,0,0,0,0,dell," hdd android 534flb ssd, intel w530 dual - hdd z3745 g1-core (refurbished) 8.1 - / 20a7002qu touchscreen 2.3,1.2gb dell - pro | ram alibaba.com gtx intel capacitive laptop -",2, 1 1 2 20a7002qu 2gb 3 534flb 8 android capacitive dell dual g1 gtx intel intel pro ram refurbished touchscreen w530 z3745, 1 1 2 20a7002qu 2gb 3 534flb 8 alibaba android capacitive com core dell dual g1 gtx hdd hdd intel intel laptop pro ram refurbished ssd touchscreen w530 z3745
107983,0,0,0,0,0,0,0,0, 30934gu : & laptop 15e notebook latitude win 64 buy ram buy | | gb product 4 sim 628586531307 ram ghz portatili notebooks 2gb notebook - 320 ssd ordinateur : vology,2, 15e 2gb 30934gu 320 4 628586531307 64 gb ghz latitude notebooks ordinateur portatili ram ram sim, 15e 2gb 30934gu 320 4 628586531307 64 buy buy gb ghz laptop latitude notebook notebook notebooks ordinateur portatili product ram ram sim ssd vology win
1082831,dell,0,0,0,0,0,0,dell, lenovo dell x230 80gb built-in 12.5 1080p âcore mg 10 touch 50 australia - inch bluray,1, 10 1080p 12 5 50 80gb bluray built dell in lenovo mg touch x230 â, 10 1080p 12 5 50 80gb australia bluray built core dell in inch lenovo mg touch x230 â
1197530,0,0,0,0,0,0,0,0, toshiba inspiron t430 g1 led hours -,0, g1 hours inspiron t430 toshiba, g1 hours inspiron led t430 toshiba
1164767,dell,intel,pentium,0,0,0,0,dell, dell laptop x305 30 yoga 6 350 pentium gb case win8,1, 30 350 6 case dell gb pentium win8 x305 yoga, 30 350 6 case dell gb laptop pentium win8 x305 yoga
812521,0,0,0,0,0,0,0,0, 2014 aspire - vology bundled gaming students for screen 4200m - ipm charge 6 4 kyb and 8 : -,1, 2014 4 4200m 6 8 aspire bundled charge for gaming ipm kyb screen students, 2014 4 4200m 6 8 and aspire bundled charge for gaming ipm kyb screen students vology
1515,acer,intel,i3,2348m,0,0,e1571,acer," amazon.com : lb1 high performance new wireless bluetooth mini speaker portable for acer black/silver aspire e e1-571-6607 15.6"" laptop pc with intel core i3-2348m processor 4gb memory 500gb hard drive and windows 7 home premium 64-bit with built-in microphone and micro sd card slot (silver) : computers & accessories",2, 15 2348m 4gb 500gb 571 6 64 6607 7 acer aspire black bluetooth built card drive e e1 for hard high home i3 in intel lb1 memory micro microphone mini new performance portable premium sd silver silver slot speaker windows wireless, 15 2348m 4gb 500gb 571 6 64 6607 7 accessories acer amazon and and aspire bit black bluetooth built card com computers core drive e e1 for hard high home i3 in intel laptop lb1 memory micro microphone mini new pc performance portable premium processor sd silver silver slot speaker windows wireless with with
378349,hp,intel,i7,3217u,0,0,0,hp," thinkpad tab notebook intel fangbook 3217udual - ebay ebay ghz 20 2.67/4gb/320gb/dvdrw/15.6/w7p64 gb | ram, ebay hp - i7 core 7 14 :",2, 14 15 2 20 320gb 3217udual 4gb 6 67 7 ebay ebay ebay fangbook gb ghz hp i7 intel ram tab thinkpad w7p64, 14 15 2 20 320gb 3217udual 4gb 6 67 7 core dvdrw ebay ebay ebay fangbook gb ghz hp i7 intel notebook ram tab thinkpad w7p64
992749,lenovo,intel,0,520m,0,0,0,lenovo, lenovo thinkpad d620 n2830 small-in-one 250 notebook 520m pc ultrabook laptop windows gtx 10.1 | ebay 4 for on - product gb gb - standard intel - -,2, 1 10 250 4 520m d620 ebay for gb gb gtx in intel lenovo n2830 on one small standard thinkpad ultrabook windows, 1 10 250 4 520m d620 ebay for gb gb gtx in intel laptop lenovo n2830 notebook on one pc product small standard thinkpad ultrabook windows
796141,0,0,0,0,0,0,0,0," panasonic 4 t530 satellite 7 gs-series hdd desktop topendelectronics 2 1.2 880m laptop buy win 4 - 12.5""",1, 1 12 2 2 4 4 5 7 880m desktop gs panasonic satellite series t530 topendelectronics, 1 12 2 2 4 4 5 7 880m buy desktop gs hdd laptop panasonic satellite series t530 topendelectronics win
468467,0,0,0,0,0,0,0,0," - inch | aspire - unbuffered n2830 cheapest ddr3+4gb flash, 15.6 win beats drive 500gb sony atom burner, 320gb vology hard ssd e4300 - 7 graphics ssd",2, 15 320gb 4gb 500gb 6 7 aspire atom beats burner cheapest ddr3 drive e4300 flash graphics hard n2830 sony unbuffered, 15 320gb 4gb 500gb 6 7 aspire atom beats burner cheapest ddr3 drive e4300 flash graphics hard inch n2830 sony ssd ssd unbuffered vology win
501235,0,0,0,0,0,0,0,0, china thinkpad inch ddr3 12.5 with 500gb ghz ghz elt-293698 7 pro 7 gb 2 ebay 4 windows - on,2, 12 2 293698 4 5 500gb 7 7 ddr3 ebay elt gb ghz ghz on pro thinkpad windows, 12 2 293698 4 5 500gb 7 7 china ddr3 ebay elt gb ghz ghz inch on pro thinkpad windows with
501236,dell,amd,e-series,0,1.00,0,0,dell," dell f4m00aw#aba 2000dx inch i7 3"" g751jt-ch71 ghz pc 4300u w e-series k2100m core via8880 pro windows windows ram -",2, 2000dx 3 4300u aba ch71 dell e f4m00aw g751jt ghz i7 k2100m pro ram series via8880 w windows windows, 2000dx 3 4300u aba ch71 core dell e f4m00aw g751jt ghz i7 inch k2100m pc pro ram series via8880 w windows windows
9725,lenovo,0,0,0,0,0,0,lenovo," lenovo - t410 d550mav-db01 aspire 6930p 15.6"" core 7 laptop accessories response ghz pro alibaba.com notebook computers gb on",2, 15 6 6930p 7 aspire d550mav db01 gb ghz lenovo on pro response t410, 15 6 6930p 7 accessories alibaba aspire com computers core d550mav db01 gb ghz laptop lenovo notebook on pro response t410
75266,lenovo,0,0,0,0,0,0,lenovo," amazon.com gs70 lenovo 8gb laptop gb 4200u keyboard parts 00ghz & gb warranty with touch ebay alibaba.com ssd, ebay hd windows & -",2, 00ghz 4200u 8gb ebay ebay gb gb gs70 hd keyboard lenovo parts touch warranty windows, 00ghz 4200u 8gb alibaba amazon com com ebay ebay gb gb gs70 hd keyboard laptop lenovo parts ssd touch warranty windows with
1009159,hp,intel,i5,4500u,0,0,0,hp," 2 precision - 800mhz hp notebook 11 inch windows - atom 3 5420, 8 4500u rackmount ebay i5 3g",1, 11 2 3 3g 4500u 5420 8 800mhz atom ebay hp i5 precision rackmount windows, 11 2 3 3g 4500u 5420 8 800mhz atom ebay hp i5 inch notebook precision rackmount windows
624139,dell,0,0,0,0,0,0,dell, hp dell book x200ma-us01t - - 3230m led,0, 3230m book dell hp us01t x200ma, 3230m book dell hp led us01t x200ma
230926,hp,0,0,0,0,0,0,hp, hp precision 15.6-inch vology 1 80 pc 2 1 inch 2gb windows accessories,1, 1 1 15 2 2gb 6 80 hp precision windows, 1 1 15 2 2gb 6 80 accessories hp inch inch pc precision vology windows
665105,0,intel,i7,4600u,0,0,0,0," i7 ebay miniprice.ca alibaba.com duo laptop 15.6"" dvdrw | 65l, technology | ms 17 (4 750m, 8gb 40gb 27xi pro - core ssd samsung i7-4600u",2, 15 17 27xi 4 40gb 4600u 6 65l 750m 8gb ca duo ebay i7 i7 miniprice ms pro samsung technology, 15 17 27xi 4 40gb 4600u 6 65l 750m 8gb alibaba ca com core duo dvdrw ebay i7 i7 laptop miniprice ms pro samsung ssd technology
968212,asus,0,0,0,0,0,0,asus," asus toughbook z40, 13.3-inch 13",0, 13 13 3 asus toughbook z40, 13 13 3 asus inch toughbook z40
542235,0,0,0,0,0,0,0,0," sony thinkpad fit laptop built-in 13.3"" -",0, 13 3 built fit in sony thinkpad, 13 3 built fit in laptop sony thinkpad
615963,0,intel,i3,0,0,0,0,0," new : - 4 - i3 4gb 14"" 2 4x70g78061 - 1.9 r4,790.00 ebay bh91t 300 alibaba.com windows ebay 128 plus core gb : computers 500 8 - dvdrw, black) with",2, 00 1 128 14 2 300 4 4gb 4x70g78061 500 790 8 9 bh91t black ebay ebay gb i3 new plus r4 windows, 00 1 128 14 2 300 4 4gb 4x70g78061 500 790 8 9 alibaba bh91t black com computers core dvdrw ebay ebay gb i3 new plus r4 windows with
1181214,lenovo,amd,a8,0,0,0,0,lenovo," lenovo reconditioned latitude s5385 15.6"" notebook 3gb (winter a8 4gb & 160gb notebooks notebook laptop | 4 320gb pro inch copy, nach product - gb tablet alibaba.com hdd",2, 15 160gb 320gb 3gb 4 4gb 6 a8 copy gb latitude lenovo nach notebooks pro reconditioned s5385 tablet winter, 15 160gb 320gb 3gb 4 4gb 6 a8 alibaba com copy gb hdd inch laptop latitude lenovo nach notebook notebook notebooks pro product reconditioned s5385 tablet winter
230946,hp,intel,0,0,0,0,0,hp," hp c5k47us#aba xps in usb 15.6"" rugged switch catalog.com 6ghz 500gb computer intel product - 64-bit -... 500 ebay laptop : gb on 64-bit vology & price supersonic / 4600 on",2, 15 4600 500 500gb 6 64 64 6ghz aba c5k47us catalog computer ebay gb hp in intel on on price rugged supersonic switch usb xps, 15 4600 500 500gb 6 64 64 6ghz aba bit bit c5k47us catalog com computer ebay gb hp in intel laptop on on price product rugged supersonic switch usb vology xps
468521,hp,0,0,0,0,0,0,hp," hp c610n s30 29h hp notebook core touchscreen screen 4900mq quad 160gb computers hdd, | m16 pro | schenker home gb product ram windows 765 - juegos 64-bit hdd",2, 160gb 29h 4900mq 64 765 c610n gb home hp hp juegos m16 pro quad ram s30 schenker screen touchscreen windows, 160gb 29h 4900mq 64 765 bit c610n computers core gb hdd hdd home hp hp juegos m16 notebook pro product quad ram s30 schenker screen touchscreen windows
1156663,lenovo,0,0,0,0,0,0,lenovo," lenovo lenovo gx620 17t pc chromebook - led 2630qm 2nd laptop 120gb notebook ebay ebay dvdrw,",1, 120gb 17t 2630qm 2nd chromebook ebay ebay gx620 lenovo lenovo, 120gb 17t 2630qm 2nd chromebook dvdrw ebay ebay gx620 laptop led lenovo lenovo notebook pc
157245,0,intel,0,0,0,0,0,0, led intel buy u46e 2 xp 1tb 128 mini topendelectronics dual : battery home 64-bit notebook | microsoft core,1, 128 1tb 2 64 battery dual home intel microsoft mini topendelectronics u46e xp, 128 1tb 2 64 battery bit buy core dual home intel led microsoft mini notebook topendelectronics u46e xp
599617,0,intel,i5,0,0,0,0,0, toshiba - - for cheap 810 i5,0, 810 for i5 toshiba, 810 cheap for i5 toshiba
149058,0,intel,i7,0,0,0,0,0, new : pad android laptop laptop 20da001gus | i7 7 techbuy and windows pro inch 64,1, 20da001gus 64 7 android i7 new pad pro techbuy windows, 20da001gus 64 7 and android i7 inch laptop laptop new pad pro techbuy windows
525890,0,intel,i3,0,0,0,0,0," i3542-6000bk 80gb 4800 ram - i5 s5381 power - 15.6"" best - vology 8 ram ddr3, alibaba.com win product : tester,mini webcam,android",2, 15 4800 6 6000bk 8 80gb android ddr3 i3542 i5 mini power ram ram s5381 tester, 15 4800 6 6000bk 8 80gb alibaba android best com ddr3 i3542 i5 mini power product ram ram s5381 tester vology webcam win
271947,dell,0,0,0,0,0,0,dell," dell latitude 14t-k100, 9 notebook 1"" | : 8gb 4xb0g69281 750gb ssd, pro home, | ebay - ram",1, 1 14t 4xb0g69281 750gb 8gb 9 dell ebay home k100 latitude pro ram, 1 14t 4xb0g69281 750gb 8gb 9 dell ebay home k100 latitude notebook pro ram ssd
468558,lenovo,0,0,0,0,0,0,lenovo," lenovo pavilion cf dual computer laptop notebook warranty (old australia 750gb windows memory, pro clean 7"" android - | mini home notebook",1, 7 750gb android cf clean computer dual home lenovo memory mini old pavilion pro warranty windows, 7 750gb android australia cf clean computer dual home laptop lenovo memory mini notebook notebook old pavilion pro warranty windows
1001047,acer,intel,i3,3110m,2.40,6 gb ram,e1771,acer," acer aspire e1-771-33116g50mnii 17.3"" led notebook - intel core i3 i3-3110m 2.40 ghz (6 gb ram - 500 gb hdd - dvd-writer - intel hd 4000 - windows 7 home premium 64-bit - 1600 x 900 display - bluetooth) price comparison at buy.net",2, 1600 17 2 3 3110m 33116g50mnii 40 4000 500 6 64 7 771 900 acer aspire at bluetooth comparison display dvd e1 gb gb ghz hd home i3 i3 intel intel net premium price ram windows writer x, 1600 17 2 3 3110m 33116g50mnii 40 4000 500 6 64 7 771 900 acer aspire at bit bluetooth buy comparison core display dvd e1 gb gb ghz hd hdd home i3 i3 intel intel led net notebook premium price ram windows writer x
722520,hp,intel,i5,0,0,0,0,hp," hp envy n01 i5 - 4tb 14"" sed silver) 2 | | nvidia ssd win bd, 2 - 7",1, 14 2 2 4tb 7 bd envy hp i5 n01 nvidia sed silver, 14 2 2 4tb 7 bd envy hp i5 n01 nvidia sed silver ssd win
1123928,lenovo,amd,0,0,0,0,0,lenovo, lenovo satellite ram with - computer 6ghz : 320gb hdd price - 4 2 320 was amd sfp+ ebay burner (haf-915r-kkn1) 17 ultimate,2, 17 2 320 320gb 4 6ghz 915r amd burner computer ebay haf kkn1 lenovo price ram satellite sfp ultimate was, 17 2 320 320gb 4 6ghz 915r amd burner computer ebay haf hdd kkn1 lenovo price ram satellite sfp ultimate was with
34396,hp,intel,0,0,0,0,0,hp, 10 thinkpad hp 11 7737 15.6-inch intel core vology 2 500gb - core ram webcam - - on - 128 support,1, 10 11 128 15 2 500gb 6 7737 hp intel on ram support thinkpad, 10 11 128 15 2 500gb 6 7737 core core hp inch intel on ram support thinkpad vology webcam
1042017,lenovo,intel,i5,3320m,0,4 gb ram,2324,lenovo," lenovo thinkpad x230 2324 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 180 gb ssd - vology",2, 12 180 2324 3320m 4 5 64 7 gb gb i5 lenovo pro ram thinkpad windows x230, 12 180 2324 3320m 4 5 64 7 bit core gb gb i5 lenovo pro ram ssd thinkpad vology windows x230
640612,lenovo,0,0,0,0,0,0,lenovo," in thinkpad accessories 20a7002wus gb microboard,promotional rugged ram, switching 8ghz laptop,world ebay 2 3 4gb lenovo ghz panasonic 9 7 4 pro",2, 2 20a7002wus 3 4 4gb 7 8ghz 9 ebay gb ghz in lenovo microboard panasonic pro promotional ram rugged switching thinkpad world, 2 20a7002wus 3 4 4gb 7 8ghz 9 accessories ebay gb ghz in laptop lenovo microboard panasonic pro promotional ram rugged switching thinkpad world
1099384,0,intel,i5,2620m,0,0,0,0," miniprice.ca ibm z3-615_wub nvidia 17.3"" 1 2620m i7 intel p8600 500gb & w8 i5-4300u 16gb - shopping - cheapest inch gb capacitive computers on ssd led",2, 1 16gb 17 2620m 3 4300u 500gb 615_wub ca capacitive cheapest gb i5 i7 ibm intel miniprice nvidia on p8600 shopping w8 z3, 1 16gb 17 2620m 3 4300u 500gb 615_wub ca capacitive cheapest computers gb i5 i7 ibm inch intel led miniprice nvidia on p8600 shopping ssd w8 z3
1115774,lenovo,0,0,0,0,0,0,lenovo, lenovo slim t540p vology core 5547 80gb - tablet - windows windows touch 500 1.90 ebay laptop,1, 1 500 5547 80gb 90 ebay lenovo slim t540p tablet touch windows windows, 1 500 5547 80gb 90 core ebay laptop lenovo slim t540p tablet touch vology windows windows
345732,lenovo,intel,i5,3320m,0,4 gb ram,2325,lenovo," lenovo thinkpad x230 2325 - 12.5"" - core i5 3320m - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 4 gb ram - 128 gb ssd - vology",2, 12 128 2325 3320m 4 5 64 64 7 8 gb gb i5 lenovo pro pro ram thinkpad windows windows x230, 12 128 2325 3320m 4 5 64 64 7 8 bit bit core downgrade gb gb i5 lenovo pro pro ram ssd thinkpad vology windows windows x230
157317,0,amd,radeon,0,0,0,0,0, hot inspiron 10br0001us module 17 pc 2gb beema 8 qhd+ manufacturer core radeon ebay 7 7 ssd gb | 4 product,1, 10br0001us 17 2gb 4 7 7 8 beema ebay gb hot inspiron manufacturer module qhd radeon, 10br0001us 17 2gb 4 7 7 8 beema core ebay gb hot inspiron manufacturer module pc product qhd radeon ssd
927370,lenovo,intel,i5,3427u,0,4 gb ram,3460,lenovo," lenovo thinkpad x1 carbon 3460 - 14"" - core i5 3427u - windows 7 pro 64-bit - 4 gb ram - 256 gb ssd - vology",2, 14 256 3427u 3460 4 64 7 carbon gb gb i5 lenovo pro ram thinkpad windows x1, 14 256 3427u 3460 4 64 7 bit carbon core gb gb i5 lenovo pro ram ssd thinkpad vology windows x1
558732,0,0,0,0,0,0,0,0," windows spectre laptop 4"" panasonic e7440 -",0, 4 e7440 panasonic spectre windows, 4 e7440 laptop panasonic spectre windows
26253,lenovo,0,0,0,0,0,0,lenovo," 7 vaio lenovo g1 2 computer on windows ram core used 00ghz ghz rw | cam | pro,",1, 00ghz 2 7 cam computer g1 ghz lenovo on pro ram rw used vaio windows, 00ghz 2 7 cam computer core g1 ghz lenovo on pro ram rw used vaio windows
370318,lenovo,0,0,0,0,0,0,lenovo, lenovo 1gb/16gb e4300 laptop 5 mylo computers notebook 6' gs70,1, 16gb 1gb 5 6 e4300 gs70 lenovo mylo, 16gb 1gb 5 6 computers e4300 gs70 laptop lenovo mylo notebook
738961,0,0,0,0,0,0,0,0, miniprice.ca d830 mini 4.0 15.6 mgxd2ll/a sale 1 - - | 7 4gb 4g - 8 ebay ram w8,1, 0 1 15 4 4g 4gb 6 7 8 a ca d830 ebay mgxd2ll mini miniprice ram sale w8, 0 1 15 4 4g 4gb 6 7 8 a ca d830 ebay mgxd2ll mini miniprice ram sale w8
575124,0,0,0,0,0,0,0,0," shenzhen thinkpad x131e 0622 - 500 15.6""",0, 0622 15 500 6 shenzhen thinkpad x131e, 0622 15 500 6 shenzhen thinkpad x131e
468636,0,intel,0,4200u,0,0,0,0," android inch buy 5 g1-i5-4200u-4gb-500gb no 3"" - miniprice.ca intel ebay core | | ebay notebook - & 3 39,6cm 8 ram",2, 3 3 39 4200u 4gb 5 500gb 6cm 8 android ca ebay ebay g1 i5 intel miniprice no ram, 3 3 39 4200u 4gb 5 500gb 6cm 8 android buy ca core ebay ebay g1 i5 inch intel miniprice no notebook ram
927402,0,0,0,0,0,0,0,0," 15.6"" u9300 parts 14"" 90w quality thin sony",0, 14 15 6 90w parts sony thin u9300, 14 15 6 90w parts quality sony thin u9300
812733,lenovo,0,0,0,0,0,0,lenovo," lenovo series 8470p 11 air 4800m 2520 1 core - inch pricing ghz ddr3, laptop,mini",1, 1 11 2520 4800m 8470p air ddr3 ghz lenovo mini pricing series, 1 11 2520 4800m 8470p air core ddr3 ghz inch laptop lenovo mini pricing series
460477,asus,intel,i5,3317u,1.70,0,ux31a,asus," amazon.com : asus ux31a-xb52 13.3-inch ultrabook (1.7 ghz intel core i5-3317u processor, 4gb ddr3, 256gb ssd, windows 7 professional) silver aluminum : laptop computers : computers & accessories",2, 1 13 256gb 3 3317u 4gb 7 7 aluminum asus ddr3 ghz i5 intel professional silver ultrabook ux31a windows xb52, 1 13 256gb 3 3317u 4gb 7 7 accessories aluminum amazon asus com computers computers core ddr3 ghz i5 inch intel laptop processor professional silver ssd ultrabook ux31a windows xb52
1132226,lenovo,intel,i5,3320m,0,4 gb ram,3437,lenovo," lenovo thinkpad x230 tablet 3437 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 320 gb hdd - vology",2, 12 320 3320m 3437 4 5 64 7 gb gb i5 lenovo pro ram tablet thinkpad windows x230, 12 320 3320m 3437 4 5 64 7 bit core gb gb hdd i5 lenovo pro ram tablet thinkpad vology windows x230
1197762,acer,0,0,0,0,0,0,acer, amazon.com : acer aspire v7-582pg-6479 15.6-inch touchscreen ultrabook (cool steel) : computers & accessories,1, 15 582pg 6 6479 acer aspire cool steel touchscreen ultrabook v7, 15 582pg 6 6479 accessories acer amazon aspire com computers cool inch steel touchscreen ultrabook v7
460492,0,intel,i3,0,0,0,0,0, amazon.com - - t420 | / i5 core - usb touch d2500 windows batt display white/blue free hdd - gb inch i3 & & & computers,1, batt blue d2500 display free gb i3 i5 t420 touch usb white windows, amazon batt blue com computers core d2500 display free gb hdd i3 i5 inch t420 touch usb white windows
394970,hp,intel,i5,9470m,0,4 gb ram,9470m,hp, hp elitebook folio 9470m - 14 - core i5 3427u - windows 7 pro 64-bit - 4 gb ram - 500 gb hdd,1, 14 3427u 4 500 64 7 9470m elitebook folio gb gb hp i5 pro ram windows, 14 3427u 4 500 64 7 9470m bit core elitebook folio gb gb hdd hp i5 pro ram windows
206560,dell,intel,i5,3687u,0,0,0,dell," dell tecra dell satellite x1 laptop 5760x1440dpi, - (hh80557ph0462m) 3687u 4gb - i5-520m rw",1, 3687u 4gb 520m 5760x1440dpi dell dell hh80557ph0462m i5 rw satellite tecra x1, 3687u 4gb 520m 5760x1440dpi dell dell hh80557ph0462m i5 laptop rw satellite tecra x1
206565,asus,intel,pentium,0,0,0,0,asus," asus latitude intel dv4 pentium 6"" 2",0, 2 6 asus dv4 intel latitude pentium, 2 6 asus dv4 intel latitude pentium
706287,0,0,0,0,0,0,0,0," new inspiron e231 2 80gb - case 750gb core 6 l-158595 windows 1tb | pro 7 pro | netbook,android 80gb 4.0 7200rpm gb - vology ssd 8.1 gb hd",2, 0 1 158595 1tb 2 4 6 7 7200rpm 750gb 8 80gb 80gb android case e231 gb gb hd inspiron l netbook new pro pro windows, 0 1 158595 1tb 2 4 6 7 7200rpm 750gb 8 80gb 80gb android case core e231 gb gb hd inspiron l netbook new pro pro ssd vology windows
1197820,dell,0,0,0,0,0,0,dell," dell : elitebook ideapad array 12.5"" led 11.6"" printer, 3520m 4gb 1g buy pro tb ebay | with",1, 11 12 1g 3520m 4gb 5 6 array dell ebay elitebook ideapad printer pro tb, 11 12 1g 3520m 4gb 5 6 array buy dell ebay elitebook ideapad led printer pro tb with
1165063,lenovo,0,0,0,0,0,0,lenovo," lenovo elitebook g510 b 14"" gobook - 3 computers k1100m 128gb 50 dvd | 15 | (4x40e77322) ebay ebay w8.1",1, 1 128gb 14 15 3 4x40e77322 50 b dvd ebay ebay elitebook g510 gobook k1100m lenovo w8, 1 128gb 14 15 3 4x40e77322 50 b computers dvd ebay ebay elitebook g510 gobook k1100m lenovo w8
337675,acer,intel,i7,4510u,0,8gb ram,v3572,acer," acer aspire v3-572pg-767j 15.6"" touchscreen notebook computer, intel core i7-4510u 2ghz, 8gb ram, 1tb hdd, windows 8.1, platinum silver",2, 1 15 1tb 2ghz 4510u 572pg 6 767j 8 8gb acer aspire computer i7 intel platinum ram silver touchscreen v3 windows, 1 15 1tb 2ghz 4510u 572pg 6 767j 8 8gb acer aspire computer core hdd i7 intel notebook platinum ram silver touchscreen v3 windows
763662,acer,amd,a8,0,0,0,0,acer," hp 469-3884 acer gs70 gr 2 20c0004uus led 1037u laptop 14 core screen with windows | screen, | - - (0a89407) 500 angry radeon vology radeon laptops,really dvd-writer ram computers computers",2, 0a89407 1037u 14 2 20c0004uus 3884 469 500 acer angry dvd gr gs70 hp radeon radeon ram really screen screen windows writer, 0a89407 1037u 14 2 20c0004uus 3884 469 500 acer angry computers computers core dvd gr gs70 hp laptop laptops led radeon radeon ram really screen screen vology windows with writer
59153,0,intel,i5,0,0,0,0,0," aoson precision vr2 2746 14"" computer wifi c2d intel i5 computers drive (4 : 3 professional gb ram quadro alibaba.com 4 hdd 256 : & gb - 15.6"" hd -",2, 14 15 256 2746 3 4 4 6 aoson c2d computer drive gb gb hd i5 intel precision professional quadro ram vr2, 14 15 256 2746 3 4 4 6 alibaba aoson c2d com computer computers drive gb gb hd hdd i5 intel precision professional quadro ram vr2 wifi
698133,lenovo,intel,i5,3320m,0,4 gb ram,2320,lenovo," lenovo thinkpad x230 2320 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 500 gb hdd - vology",2, 12 2320 3320m 4 5 500 64 7 gb gb i5 lenovo pro ram thinkpad windows x230, 12 2320 3320m 4 5 500 64 7 bit core gb gb hdd i5 lenovo pro ram thinkpad vology windows x230
190234,hp,intel,i3,4010u,0,4 gb ram,810,hp, hp elitebook revolve 810 g2 tablet - 11.6 - core i3 4010u - windows 7 pro 64-bit / windows 8.1 pro downgrade - 4 gb ram - 128 gb ssd,2, 1 11 128 4 4010u 6 64 7 8 810 elitebook g2 gb gb hp i3 pro pro ram revolve tablet windows windows, 1 11 128 4 4010u 6 64 7 8 810 bit core downgrade elitebook g2 gb gb hp i3 pro pro ram revolve ssd tablet windows windows
370461,0,0,0,0,0,0,0,0," sony aspire cq56 20b7 laptop multifunction - | 4gb - 4gb handwriting notebook ash 64-bit with brand gb & (0b47073) hdd 180 - - vology laptop on drive, hdd 3 accessories",2, 0b47073 180 20b7 3 4gb 4gb 64 ash aspire brand cq56 drive gb handwriting multifunction on sony, 0b47073 180 20b7 3 4gb 4gb 64 accessories ash aspire bit brand cq56 drive gb handwriting hdd hdd laptop laptop multifunction notebook on sony vology with
182052,lenovo,0,0,0,0,0,0,lenovo," lenovo transformer m6800 laptops notebook 2 - 1.90 dvdrw dvd 3427u gen netbook,netbook office2007 bat ebay langauge schenker 2gb 128",2, 1 128 2 2gb 3427u 90 bat dvd ebay gen langauge lenovo m6800 netbook netbook office2007 schenker transformer, 1 128 2 2gb 3427u 90 bat dvd dvdrw ebay gen langauge laptops lenovo m6800 netbook netbook notebook office2007 schenker transformer
632627,0,0,0,0,0,0,0,0," oem f2p32ut#aba 5720 tmp633-v-53328g32ikk 15"" webcam ghz (comfyview) 6 mini 5 buy 2 - inch,14 | hd gb ebay",2, 14 15 2 5 53328g32ikk 5720 6 aba comfyview ebay f2p32ut gb ghz hd mini oem tmp633 v, 14 15 2 5 53328g32ikk 5720 6 aba buy comfyview ebay f2p32ut gb ghz hd inch mini oem tmp633 v webcam
608062,lenovo,intel,i5,3320m,0,4 gb ram,2325,lenovo," lenovo thinkpad x230 2325 - 12.5"" - core i5 3320m - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 4 gb ram - 128 gb ssd - vology",2, 12 128 2325 3320m 4 5 64 64 7 8 gb gb i5 lenovo pro pro ram thinkpad windows windows x230, 12 128 2325 3320m 4 5 64 64 7 8 bit bit core downgrade gb gb i5 lenovo pro pro ram ssd thinkpad vology windows windows x230
1222466,0,intel,i7,0,0,0,0,0," 2012 : m93p carbon dominator i7 - intel core i7 dvdrw quad-core input line 640gb webcam black gb tablet product notebooks alibaba.com nvidia ram hdd vology mini dvd±rw/cd-rw on - phone,smart",2, 2012 640gb black carbon cd dominator dvd gb i7 i7 input intel line m93p mini notebooks nvidia on phone quad ram rw rw smart tablet, 2012 640gb alibaba black carbon cd com core core dominator dvd dvdrw gb hdd i7 i7 input intel line m93p mini notebooks nvidia on phone product quad ram rw rw smart tablet vology webcam
485193,lenovo,intel,i5,3320m,0,4 gb ram,2324,lenovo," lenovo thinkpad x230 2324 - 12.5"" - core i5 3320m - windows 8 pro 64-bit - 4 gb ram - 240 gb ssd - vology",2, 12 2324 240 3320m 4 5 64 8 gb gb i5 lenovo pro ram thinkpad windows x230, 12 2324 240 3320m 4 5 64 8 bit core gb gb i5 lenovo pro ram ssd thinkpad vology windows x230
1083209,lenovo,intel,i5,3320m,0,4 gb ram,3438,lenovo," lenovo thinkpad x230 tablet 3438 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 128 gb ssd - vology",2, 12 128 3320m 3438 4 5 64 7 gb gb i5 lenovo pro ram tablet thinkpad windows x230, 12 128 3320m 3438 4 5 64 7 bit core gb gb i5 lenovo pro ram ssd tablet thinkpad vology windows x230
